nom,circuit,date,heure_depart,vitesse_moyenne,categorie,distance,categorie2,categorie3,score_denivele,denivele,ville_depart,ville_arrivee,rang_course,score_qualite_ligne_depart,maniere_gagner,temperature,premier,deuxieme,troisieme,quatrieme,cinquieme,sixieme,septieme,huitieme,neuvieme,dixieme
La Route Adélie de Vitré,1.1,31 March 2023,12:00,41.652,ME - Men Elite,197.8,1.1,UCI.WR.1,68.0,2578.0,Vitré,Vitré,146.0,132.0,5.5 km solo,13.0,DVERSNES Fredrik,VAUQUELIN Kévin,BARRÉ Louis,DEBEAUMARCHÉ Nicolas,COQUARD Bryan,MOZZATO Luca,JARNET Maxime,ALLENO Clément,VENTURINI Clément,GUDMESTAD Tord
Volta Limburg Classic,1.1,01 April 2023,12:03,39.031,ME - Men Elite,193.4,1.1,UCI.WR.1,92.0,2789.0,Eijsden,Eijsden,176.0,89.0,Sprint à deux,9.0,GROVES Kaden,VAN GILS Maxim,EENKHOORN Pascal,HERREGODTS Rune,MENTEN Milan,TEUGELS Lennert,BONNEU Kamiel,DE JONG Timo,STOCKMAN Abram,BREGNHØJ Mathias
Paris - Camembert,1.1,11 April 2023,11:05,37.981,ME - Men Elite,209.0,1.1,UCI.WR.1,102.0,1960.0,Magnanville,Livarot-Pays-d'Auge,142.0,141.0,Sprint of small group,11.0,FERRON Valentin,COSTIOU Ewen,DVERSNES Fredrik,MADOUAS Valentin,MARTIN Guillaume,AZPARREN Xabier Mikel,GESBERT Élie,PRODHOMME Nicolas,PEDERSEN Rasmus Søjberg,BARRÉ Louis
Classic Grand Besançon Doubs,1.1,14 April 2023,11:50,40.62,ME - Men Elite,169.6,1.1,UCI.WR.1,183.0,2636.0,Besançon,Montfaucon,137.0,151.0,Sprint of small group,12.0,LAFAY Victor,MARTINEZ Lenny,ADRIÀ Roger,MARTIN Guillaume,PINOT Thibaut,BERTHET Clément,HERRADA Jesús,COSTIOU Ewen,BOL Jetse,GESBERT Élie
Tour du Jura Cycliste,1.1,15 April 2023,10:20,37.942,ME - Men Elite,165.85,1.1,UCI.WR.1,210.0,2839.0,Poligny,Mont Poupet (Salins-les-Bains),142.0,141.0,3 km solo,6.0,VAUQUELIN Kévin,PINOT Thibaut,MARTIN Guillaume,PETERS Nans,O'CONNOR Ben,BERTHET Clément,LAFAY Victor,ARRIETA Igor,HEIDEMANN Miguel,DÍAZ José Manuel
Giro della Città Metropolitana di Reggio Calabria,1.1,16 April 2023,12:05,42.831,ME - Men Elite,162.4,1.1,UCI.WR.1,86.0,2253.0,Riace Marina,Reggio Calabria,206.0,36.0,Sprint of 11 riders,13.0,RESTREPO Jhonatan,TIVANI German Nicolás,MAESTRI Mirco,ENGELHARDT Felix,LEMMEN Bart,MAGLI Filippo,BELLETTA Dario Igor,GABBURO Davide,CONTI Valerio,TONELLI Alessandro
Tour du Doubs,1.1,16 April 2023,11:45,40.76,ME - Men Elite,200.9,1.1,UCI.WR.1,116.0,2862.0,Morteau,Pontarlier - Le Larmont ,155.0,121.0,Sprint of small group,4.0,HERRADA Jesús,PINOT Thibaut,PETERS Nans,MARTIN Guillaume,SÁNCHEZ Pelayo,ADRIÀ Roger,CRAS Steff,LANGELLOTTI Victor,VAUQUELIN Kévin,BOL Jetse
Tour du Finistère,1.1,13 May 2023,12:20,40.501,ME - Men Elite,193.3,1.1,UCI.WR.1,125.0,2862.0,Saint-Évarzec,Quimper,150.0,125.0,Sprint of small group,16.0,PENHOËT Paul,DUJARDIN Sandy,ZINGLE Axel,VAN AVERMAET Greg,HERRADA Jesús,VENTURINI Clément,TIZZA Marco,BARRÉ Louis,VERMEERSCH Florian,GRÉGOIRE Romain
Boucles de l'Aulne - Châteaulin,1.1,14 May 2023,13:00,41.616,ME - Men Elite,181.1,1.1,UCI.WR.1,92.0,2702.0,Châteaulin,Châteaulin,159.0,110.0,Sprint of large group,17.0,VAN AVERMAET Greg,VERMEERSCH Florian,BARRENETXEA Jon,TIZZA Marco,VENTURINI Clément,ZINGLE Axel,WATSON Samuel,VAN BOVEN Luca,GRÉGOIRE Romain,DUJARDIN Sandy
Circuit de Charleroi Wallonie,1.1,18 May 2023,13:45,44.2,ME - Men Elite,150.0,1.1,UCI.WR.1,56.0,1922.0,Charleroi,Charleroi,133.0,155.0,Sprint of large group,15.0,MEEUS Jordi,TAMINIAUX Lionel,KIELICH Timo,MENTEN Milan,PITHIE Laurence,TOWNSEND Rory,DUJARDIN Sandy,MIHKELS Madis,VAN GESTEL Dries,NIZZOLO Giacomo
Veenendaal-Veenendaal Classic,1.1,20 May 2023,13:00,48.102,ME - Men Elite,175.8,1.1,UCI.WR.1,19.0,585.0,Veenendaal,Veenendaal,138.0,144.0,Sprint of large group,20.0,GROENEWEGEN Dylan,DE KLEIJN Arvid,WELSFORD Sam,MARECZKO Jakub,MOSCHETTI Matteo,VAN DE PAAR Jarne,DUPONT Timothy,RASCH Jesper,SALBY Alexander,BUDDING Martijn
Antwerp Port Epic / Sels Trophy,1.1,21 May 2023,12:30,43.231,ME - Men Elite,182.1,1.1,UCI.WR.1,0.0,182.0,Antwerpen,Antwerpen,180.0,78.0,8.4 km solo,21.0,DE BONDT Dries,KIELICH Timo,HERMANS Quinten,VERMEERSCH Florian,BONNET Thomas,DE PESTEL Sander,PEDERSEN Nicklas Amdi,NIZZOLO Giacomo,DUJARDIN Sandy,VAN GESTEL Dries
Rund um Köln,1.1,21 May 2023,11:03,45.549,ME - Men Elite,201.1,1.1,UCI.WR.1,90.0,2785.0,Köln,Köln,136.0,149.0,Sprint of 14 riders,21.0,VAN POPPEL Danny,MENTEN Milan,DE BUYST Jasper,TEUNISSEN Mike,GHYS Robbe,MOZZATO Luca,KEUP Pierre-Pascal,POLITT Nils,O'BRIEN Kelland,ERIKSSON Lucas
Van Merksteijn Fences Classic,1.1,27 May 2023,11:10,44.575,ME - Men Elite,199.4,1.1,UCI.WR.1,19.0,1285.0,Kortrijk,Zwevegem,160.0,105.0,Sprint of large group,19.0,EWAN Caleb,MERLIER Tim,THIJSSEN Gerben,DUPONT Timothy,BOMBOI Davide,FRETIN Milan,MARECZKO Jakub,PLUTO Mārtiņš,BLOEM Joren,VAN ROOY Kenneth
Ronde van Limburg,1.1,29 May 2023,12:29,43.894,ME - Men Elite,203.9,1.1,UCI.WR.1,25.0,1636.0,Hasselt,Tongeren,166.0,98.0,Sprint of large group,19.0,THIJSSEN Gerben,EWAN Caleb,ANIOŁKOWSKI Stanisław,MERLIER Tim,BLIKRA Erlend,BUDDING Martijn,TAMINIAUX Lionel,DUPONT Timothy,FRETIN Milan,DE PESTEL Sander
Mercan'Tour Classic Alpes-Maritimes,1.1,30 May 2023,11:22,35.252,ME - Men Elite,169.2,1.1,UCI.WR.1,352.0,4733.0,Puget-Théniers,Valberg ,118.0,191.0,6.9 km solo,21.0,CARAPAZ Richard,GALL Felix,VAN EETVELT Lennert,MARTINEZ Lenny,RODRÍGUEZ Cristián,BERTHET Clément,MARTIN Guillaume,MEINTJES Louis,ZEITS Andrey,MONIQUET Sylvain
Giro dell'Appennino,1.1,02 June 2023,11:00,40.018,ME - Men Elite,198.5,1.1,UCI.WR.1,161.0,2815.0,Novi Ligure,Genoa,154.0,120.0,Sprint à deux,22.0,HIRSCHI Marc,RODRÍGUEZ Cristián,MULUBRHAN Henok,BUSATTO Francesco,CALMEJANE Lilian,ROTA Lorenzo,PARRA José Félix,GESBERT Élie,PESENTI Thomas,COSTIOU Ewen
Heylen Vastgoed Heistse Pijl,1.1,03 June 2023,13:00,45.992,ME - Men Elite,198.7,1.1,UCI.WR.1,6.0,530.0,Vosselaar,Heist-op-den-Berg,112.0,201.0,Sprint of small group,23.0,KOOIJ Olav,MEEUS Jordi,GHYS Robbe,VAN LERBERGHE Bert,GAUTHERAT Pierre,BLIKRA Erlend,SARREAU Marc,REYNDERS Jens,MALUCELLI Matteo,ALLEGAERT Piet
Grosser Preis des Kantons Aargau,1.1,09 June 2023,13:45,40.343,ME - Men Elite,173.8,1.1,UCI.WR.1,136.0,2902.0,Leuggern,Leuggern,76.0,298.0,,27.0,NYS Thibau,HIRSCHI Marc,BILBAO Pello,HALLER Marco,KAMP Alexander,BARONCINI Filippo,COSNEFROY Benoît,ENGELHARDT Felix,HERRADA Jesús,GESBERT Élie
Elfstedenronde Brugge,1.1,11 June 2023,12:53,46.336,ME - Men Elite,190.3,1.1,UCI.WR.1,0.0,267.0,Brugge,Brugge,107.0,224.0,Sprint of large group,30.0,PHILIPSEN Jasper,EWAN Caleb,JAKOBSEN Fabio,BLIKRA Erlend,THIJSSEN Gerben,WALSCHEID Max,NIZZOLO Giacomo,BALLERSTEDT Maurice,MØRKØV Michael,DUPONT Timothy
Prueba Villafranca - Ordiziako Klasika,1.1,25 July 2023,10:00,43.36,ME - Men Elite,165.9,1.1,UCI.WR.1,136.0,2497.0,Ordizia,Ordizia,112.0,192.0,Sprint à deux,17.0,HIRSCHI Marc,HEALY Ben,AYUSO Juan,LAZKANO Oier,EULÁLIO Afonso,ULISSI Diego,PRADES Eduard,ADRIÀ Roger,MIQUEL Pau,BERASATEGI Xabier
Circuito de Getxo - Memorial Hermanos Otxoa,1.1,30 July 2023,12:12,44.748,ME - Men Elite,193.3,1.1,UCI.WR.1,119.0,2397.0,Getxo,Getxo,104.0,205.0,16 km solo,23.0,LUTSENKO Alexey,GALLOPIN Tony,VELASCO Simone,TRENTIN Matteo,SKUJIŅŠ Toms,PRADES Eduard,IZAGIRRE Ion,LEMMEN Bart,ULISSI Diego,SERRANO Gonzalo
La Polynormande,1.1,13 August 2023,13:15,43.699,ME - Men Elite,170.0,1.1,UCI.WR.1,60.0,2134.0,Avranches,Saint-Martin-de-Landelles,118.0,174.0,Sprint of large group,,DE LIE Arnaud,FERRON Valentin,JEGAT Jordan,LAPEIRA Paul,VENTURINI Clément,PAGE Hugo,HOFSTETTER Hugo,DELETTRE Alexandre,PENHOËT Paul,NIZZOLO Giacomo
Tour of Leuven - Memorial Jef Scherens,1.1,15 August 2023,12:47,42.896,ME - Men Elite,192.4,1.1,UCI.WR.1,54.0,1948.0,Leuven,Leuven,111.0,186.0,Sprint of small group,,DE LIE Arnaud,VAN TRICHT Stan,LAURANCE Axel,ZINGLE Axel,BOUTS Jordy,CAMPENAERTS Victor,BEULLENS Cedric,PEYSKENS Dimitri,LIVYNS Arjen,NIZZOLO Giacomo
Druivenkoers - Overijse,1.1,19 August 2023,12:38,44.964,ME - Men Elite,185.6,1.1,UCI.WR.1,57.0,1952.0,Overijse,Overijse,129.0,149.0,Sprint à deux,,CAMPENAERTS Victor,TILLER Rasmus,DE BUYST Jasper,BIERMANS Jenthe,TOWNSEND Rory,COTÉ Pier-André,TAMINIAUX Lionel,DE BONDT Dries,KIELICH Timo,BOUTS Jordy
Egmont Cycling Race,1.1,20 August 2023,12:31,46.071,ME - Men Elite,193.5,1.1,UCI.WR.1,15.0,1478.0,Sint-Lievens-Houtem,Zottegem,135.0,134.0,Sprint of small group,,DE BUYST Jasper,KRISTOFF Alexander,TAMINIAUX Lionel,VERMEERSCH Gianni,DE VRIES Hartthijs,WILLEMS Thimo,LIVYNS Arjen,TILLER Rasmus,TEUNISSEN Mike,RICKAERT Jonas
Giro della Toscana - Memorial Alfredo Martini,1.1,13 September 2023,11:30,43.215,ME - Men Elite,191.55,1.1,UCI.WR.1,106.0,2042.0,Pontedera,Pontedera,95.0,226.0,1.3 km solo,26.0,SIVAKOV Pavel,CARAPAZ Richard,GROßSCHARTNER Felix,POGAČAR Tadej,ZANA Filippo,FORMOLO Davide,HAYTER Ethan,ALBANESE Vincenzo,BRAMBILLA Gianluca,ZIMMERMANN Georg
Kampioenschap van Vlaanderen,1.1,15 September 2023,12:15,46.189,ME - Men Elite,165.1,1.1,UCI.WR.1,0.0,627.0,Koolskamp,Koolskamp,80.0,273.0,Sprint of large group,23.0,PHILIPSEN Jasper,GROENEWEGEN Dylan,JAKOBSEN Fabio,COQUARD Bryan,MOSCHETTI Matteo,SARREAU Marc,STUYVEN Jasper,BEULLENS Cedric,EINHORN Itamar,NIZZOLO Giacomo
Memorial Marco Pantani,1.1,16 September 2023,11:10,44.346,ME - Men Elite,193.3,1.1,UCI.WR.1,82.0,2528.0,Riccione,Cesenatico,85.0,264.0,Sprint of 3 riders,24.0,LUTSENKO Alexey,HIRSCHI Marc,SIVAKOV Pavel,YATES Simon,FORMOLO Davide,MARTIN Guillaume,ZIMMERMANN Georg,CALZONI Walter,ALBANESE Vincenzo,VELASCO Simone
Grand Prix d'Isbergues - Pas de Calais,1.1,17 September 2023,11:55,44.236,ME - Men Elite,197.6,1.1,UCI.WR.1,20.0,1387.0,Isbergues,Isbergues,98.0,216.0,Sprint of large group,23.0,MOSCHETTI Matteo,PEDERSEN Mads,DÉMARE Arnaud,TESSON Jason,PITHIE Laurence,MARIT Arne,GUÉGAN Maël,DEHAIRS Simon,PENHOËT Paul,BOULET Enzo
Ixina Gooikse Pijl p/b Lotto,1.1,17 September 2023,12:00,45.944,ME - Men Elite,199.0,1.1,UCI.WR.1,27.0,1986.0,Halle,Gooik,91.0,230.0,Sprint of large group,22.0,PHILIPSEN Jasper,KOOIJ Olav,GROENEWEGEN Dylan,THIJSSEN Gerben,RENARD Alexis,JAKOBSEN Fabio,KRISTOFF Alexander,VAN ASBROECK Tom,BEULLENS Cedric,FRETIN Milan
Trofeo Matteotti,1.1,17 September 2023,11:15,42.463,ME - Men Elite,195.0,1.1,UCI.WR.1,88.0,2513.0,Pescara,Pescara,92.0,229.0,Sprint à deux,,BAX Sjoerd,VELASCO Simone,ROTA Lorenzo,MATTHEWS Michael,HIRSCHI Marc,SIMON Julien,ALBANESE Vincenzo,BERASATEGI Xabier,BRAMBILLA Gianluca,FIORELLI Filippo
Omloop van het Houtland,1.1,20 September 2023,12:45,44.917,ME - Men Elite,195.2,1.1,UCI.WR.1,0.0,400.0,Eernegem,Lichtervelde,134.0,139.0,Sprint of small group,21.0,THIJSSEN Gerben,GROENEWEGEN Dylan,BEULLENS Cedric,MARIT Arne,MOZZATO Luca,VAN UDEN Casper,PLOWRIGHT Jensen,MERLIER Tim,BENDIXEN Louis,MALUCELLI Matteo
Paris-Chauny,1.1,24 September 2023,12:30,43.357,ME - Men Elite,203.5,1.1,UCI.WR.1,67.0,2248.0,Margny-lès-Compiègne,Chauny,99.0,212.0,Sprint of large group,19.0,PHILIPSEN Jasper,TESSON Jason,PENHOËT Paul,MCLAY Daniel,COQUARD Bryan,SARREAU Marc,GIRMAY Biniam,MCGILL Scott,MALUCELLI Matteo,VENTURINI Clément
Coppa Agostoni - Giro delle Brianze,1.1,28 September 2023,11:30,41.289,ME - Men Elite,195.7,1.1,UCI.WR.1,125.0,3231.0,Lissone,Lissone,63.0,311.0,11.3 km solo,24.0,FORMOLO Davide,HIRSCHI Marc,LAFAY Victor,BARGUIL Warren,HARPER Chris,ULISSI Diego,GARCÍA CORTINA Iván,ALBANESE Vincenzo,BAX Sjoerd,VERRE Alessandro
Lotto Famenne Ardenne Classic,1.1,01 October 2023,12:10,43.054,ME - Men Elite,188.1,1.1,UCI.WR.1,101.0,2875.0,Marche-en-Famenne,Marche-en-Famenne,63.0,315.0,Sprint of large group,21.0,DE LIE Arnaud,GROVES Kaden,SÉNÉCHAL Florian,LAPORTE Christophe,MARIT Arne,VAN ASBROECK Tom,VAN GESTEL Dries,GIRMAY Biniam,NAESEN Oliver,SCOTT Jacob
Tour de Vendée,1.1,01 October 2023,12:15,43.48,ME - Men Elite,207.1,1.1,UCI.WR.1,42.0,2241.0,Mouilleron-Saint-Germain,La Roche-sur-Yon,160.0,102.0,Sprint of small group,,DÉMARE Arnaud,PENHOËT Paul,DUJARDIN Sandy,COQUARD Bryan,VENTURINI Clément,DELETTRE Alexandre,LEVEAU Jérémy,WELTEN Bram,SAGAN Peter,MARTÍN Gotzon
Binche - Chimay - Binche / Mémorial Frank Vandenbroucke,1.1,03 October 2023,11:45,45.325,ME - Men Elite,198.6,1.1,UCI.WR.1,30.0,1977.0,Binche,Binche,60.0,336.0,Sprint of large group,16.0,MOZZATO Luca,THEUNS Edward,KRAGH ANDERSEN Søren,TRENTIN Matteo,VAN GESTEL Dries,DE LIE Arnaud,SÉNÉCHAL Florian,TEUNISSEN Mike,HOFSTETTER Hugo,MARIT Arne
Visit Friesland Elfstedenrace,1.1,04 October 2023,11:10,46.434,ME - Men Elite,204.8,1.1,UCI.WR.1,0.0,167.0,Leeuwarden,Leeuwarden,112.0,187.0,Sprint of small group,17.0,PHILIPSEN Jasper,KOOIJ Olav,BOMBOI Davide,MEZGEC Luka,ARTZ Huub,DE VRIES Hartthijs,TAMINIAUX Lionel,KROONEN Max,OTTEMA Rick,AFFINI Edoardo
Paris - Bourges,1.1,05 October 2023,12:40,44.673,ME - Men Elite,198.0,1.1,UCI.WR.1,58.0,2002.0,Gien,Bourges,73.0,287.0,Sprint of large group,20.0,DÉMARE Arnaud,DE LIE Arnaud,MEEUS Jordi,PENHOËT Paul,KRAGH ANDERSEN Søren,VAN POPPEL Danny,MARIT Arne,COQUARD Bryan,CIMOLAI Davide,TESSON Jason
Chrono des Nations,1.1,15 October 2023,14:20,52.386,ME - Men Elite,45.43,1.1,UCI.WR.1,6.0,322.0,Les Herbiers,Les Herbiers,167.0,95.0,Time Trial,,TARLING Joshua,EVENEPOEL Remco,BISSEGGER Stefan,CAVAGNA Rémi,BJERG Mikkel,DE BOD Stefan,MUFF Frederik,PALENI Enzo,GUERNALEC Thibault,GEE Derek
Clasica de Almeria,1.Pro,12 February 2023,12:30,40.308,ME - Men Elite,190.3,1.PRO,UCI.WR.Pro,31.0,1741.0,Puebla de Vícar,Roquetas de Mar,62.0,360.0,Sprint of large group,16.0,MOSCHETTI Matteo,DE LIE Arnaud,MEEUS Jordi,KRISTOFF Alexander,NIZZOLO Giacomo,WALSCHEID Max,GAVIRIA Fernando,TESSON Jason,PENHOËT Paul,MOLANO Juan Sebastián
Faun-Ardèche Classic,1.Pro,25 February 2023,11:29,38.465,ME - Men Elite,168.5,1.PRO,UCI.WR.Pro,209.0,3161.0,Guilherand-Granges,Guilherand-Granges,49.0,415.0,Sprint à deux,8.0,ALAPHILIPPE Julian,GAUDU David,SKJELMOSE Mattias,LAFAY Victor,GRÉGOIRE Romain,GALL Felix,ROTA Lorenzo,MARTIN Guillaume,COSTA Rui,LATOUR Pierre
Faun Drôme Classic,1.Pro,26 February 2023,11:11,38.631,ME - Men Elite,191.5,1.PRO,UCI.WR.Pro,127.0,2371.0,Étoile-sur-Rhône,Étoile-sur-Rhône,45.0,448.0,38.3 km solo,5.0,PEREZ Anthony,COSTA Rui,BAGIOLI Andrea,GAUDU David,SIMMONS Quinn,SKJELMOSE Mattias,ZIMMERMANN Georg,CLARKE Simon,STRONG Corbin,GODON Dorian
Kuurne - Bruxelles - Kuurne,1.Pro,26 February 2023,12:19,42.53,ME - Men Elite,193.1,1.PRO,UCI.WR.Pro,43.0,1828.0,Kuurne,Kuurne,30.0,610.0,0.6 km solo,5.0,BENOOT Tiesj,VAN HOOYDONCK Nathan,MOHORIČ Matej,VAN DER HOORN Taco,WELLENS Tim,LAPORTE Christophe,DE LIE Arnaud,MEEUS Jordi,JAKOBSEN Fabio,STUYVEN Jasper
Trofeo Laigueglia,1.Pro,01 March 2023,11:00,39.155,ME - Men Elite,201.3,1.PRO,UCI.WR.Pro,153.0,2973.0,Laigueglia,Laigueglia,78.0,303.0,30 km solo,8.0,PETERS Nans,VENDRAME Andrea,COVI Alessandro,ROTA Lorenzo,CHAMPOUSSIN Clément,GRÉGOIRE Romain,CEPEDA Jefferson Alexander,COSNEFROY Benoît,ULISSI Diego,ZIMMERMANN Georg
Danilith Nokere Koerse,1.Pro,15 March 2023,12:55,44.809,ME - Men Elite,193.6,1.PRO,UCI.WR.Pro,13.0,1170.0,Deinze,Nokere,122.0,194.0,Sprint of small group,9.0,MERLIER Tim,THEUNS Edward,MENTEN Milan,KIELICH Timo,ASKEY Lewis,VANMARCKE Sep,BLOUWE Louis,PITHIE Laurence,NOPPE Christophe,BAX Sjoerd
Milano - Torino,1.Pro,15 March 2023,11:45,48.194,ME - Men Elite,192.0,1.PRO,UCI.WR.Pro,12.0,863.0,Rho,Orbassano,84.0,295.0,Sprint of large group,14.0,DE KLEIJN Arvid,GAVIRIA Fernando,VAN UDEN Casper,EINHORN Itamar,MOSCHETTI Matteo,BOUHANNI Nacer,MEEUS Jordi,VENDRAME Andrea,ABERASTURI Jon,GROENEWEGEN Dylan
Grand Prix de Denain - Porte du Hainaut,1.Pro,16 March 2023,11:05,42.037,ME - Men Elite,194.7,1.PRO,UCI.WR.Pro,7.0,1199.0,Denain ,Denain,116.0,203.0,Sprint of small group,13.0,MOLANO Juan Sebastián,VAN DIJKE Tim,KIELICH Timo,BOASSON HAGEN Edvald,BJERG Mikkel,WATSON Samuel,MENTEN Milan,VAN DER HOORN Taco,GACHIGNARD Thomas,LAPEIRA Paul
Bredene Koksijde Classic,1.Pro,17 March 2023,12:11,44.604,ME - Men Elite,191.6,1.PRO,UCI.WR.Pro,9.0,629.0,Bredene,Koksijde,123.0,187.0,Sprint of large group,15.0,THIJSSEN Gerben,ACKERMANN Pascal,WELSFORD Sam,TAMINIAUX Lionel,MARECZKO Jakub,SELIG Rüdiger,MOLANO Juan Sebastián,FLYNN Sean,HALVORSEN Kristoffer,THEUNS Edward
GP Industria & Artigianato,1.Pro,26 March 2023,11:30,43.888,ME - Men Elite,199.8,1.PRO,UCI.WR.Pro,81.0,2038.0,Larciano,Larciano,162.0,104.0,15 km solo,18.0,HEALY Ben,GHEBREIGZABHIER Amanuel,STEWART Mark,TESFATSION Natnael,ULISSI Diego,GROßSCHARTNER Felix,TIZZA Marco,GALLOPIN Tony,SCARONI Christian,STEINHAUSER Georg
Gran Premio Miguel Indurain,1.Pro,01 April 2023,12:20,39.45,ME - Men Elite,203.2,1.PRO,UCI.WR.Pro,156.0,3445.0,Estella,Estella,81.0,297.0,1.9 km solo,12.0,IZAGIRRE Ion,HIGUITA Sergio,SKJELMOSE Mattias,KRON Andreas,ADRIÀ Roger,ARANBURU Alex,STRONG Corbin,GESBERT Élie,GALL Felix,SCARONI Christian
Scheldeprijs,1.Pro,05 April 2023,12:59,46.372,ME - Men Elite,205.3,1.PRO,UCI.WR.Pro,1.0,357.0,Terneuzen,Schoten,60.0,362.0,Sprint of large group,12.0,PHILIPSEN Jasper,WELSFORD Sam,CAVENDISH Mark,GROENEWEGEN Dylan,THIJSSEN Gerben,THEUNS Edward,EWAN Caleb,WALSCHEID Max,EINHORN Itamar,NIZZOLO Giacomo
De Brabantse Pijl - La Flèche Brabançonne,1.Pro,12 April 2023,12:37,42.264,ME - Men Elite,205.1,1.PRO,UCI.WR.Pro,71.0,2034.0,Leuven,Overijse,64.0,350.0,Sprint à deux,9.0,GODON Dorian,HEALY Ben,COSNEFROY Benoît,CAVAGNA Rémi,ZINGLE Axel,KAMP Alexander,DE LIE Arnaud,BAGIOLI Andrea,SKUJIŅŠ Toms,HEIDUK Kim
Grand Prix du Morbihan,1.Pro,06 May 2023,12:30,43.194,ME - Men Elite,188.6,1.PRO,UCI.WR.Pro,112.0,2794.0,Josselin,Plumelec,98.0,261.0,Sprint of large group,17.0,DE LIE Arnaud,GRÉGOIRE Romain,TILLER Rasmus,AULAR Orluis,VENTURINI Clément,BURGAUDEAU Mathieu,FEDELI Alessandro,FINÉ Eddy,ZINGLE Axel,CARDIS Romain
Tro-Bro Léon,1.Pro,07 May 2023,11:50,42.102,ME - Men Elite,204.1,1.PRO,UCI.WR.Pro,32.0,1713.0,Plouguerneau,Lannilis,90.0,282.0,Sprint of 7 riders,15.0,NIZZOLO Giacomo,DE LIE Arnaud,EEKHOFF Nils,FINÉ Eddy,TILLER Rasmus,VENTURINI Clément,PICHON Laurent,VERMEERSCH Florian,GACHIGNARD Thomas,WATSON Samuel
Brussels Cycling Classic,1.Pro,04 June 2023,10:30,44.087,ME - Men Elite,207.1,1.PRO,UCI.WR.Pro,36.0,1787.0,Brussels,Brussels,103.0,232.0,Sprint of 17 riders,21.0,DÉMARE Arnaud,ANDRESEN Tobias Lund,MEEUS Jordi,GIRMAY Biniam,VAN GESTEL Dries,VENTURINI Clément,LOUVEL Matis,VAN ASBROECK Tom,BEULLENS Cedric,GEE Derek
Duracell Dwars door het Hageland,1.Pro,10 June 2023,13:10,42.645,ME - Men Elite,177.0,1.PRO,UCI.WR.Pro,21.0,1054.0,Aarschot,Diest,124.0,172.0,Sprint of small group,30.0,TILLER Rasmus,VAN TRICHT Stan,VERMEERSCH Florian,LAMPAERT Yves,CLARKE Simon,VLIEGEN Loïc,WÆRENSKJOLD Søren,BIERMANS Jenthe,VAN ASBROECK Tom,KOPECKÝ Matyáš
CIC - Mont Ventoux,1.Pro,13 June 2023,11:05,34.965,ME - Men Elite,98.3,1.PRO,UCI.WR.Pro,193.0,2640.0,Vaison-la-Romaine,Mont Ventoux,141.0,135.0,Sprint of 5 riders,18.0,MARTINEZ Lenny,WOODS Michael,CARR Simon,RODRÍGUEZ Cristián,CHAMPOUSSIN Clément,SOSA Iván Ramiro,POZZOVIVO Domenico,PARET-PEINTRE Valentin,CAMARGO Diego Andrés,BIZKARRA Mikel
"Maryland Cycling Classic, presented by UnitedHealthcare",1.Pro,03 September 2023,12:00,44.4,ME - Men Elite,196.9,1.PRO,UCI.WR.Pro,38.0,2286.0,Baltimore,Baltimore,91.0,242.0,11.7 km solo,,SKJELMOSE Mattias,POWLESS Neilson,HOULE Hugo,HAMILTON Lucas,SKUJIŅŠ Toms,HONORÉ Mikkel Frølich,MCGILL Scott,BALMER Alexandre,SHEEHAN Riley,FRAYRE Eder
GP de Fourmies / La Voix du Nord,1.Pro,10 September 2023,12:20,44.644,ME - Men Elite,197.6,1.PRO,UCI.WR.Pro,40.0,2093.0,Fourmies,Fourmies,53.0,370.0,Sprint of large group,30.0,MERLIER Tim,THIJSSEN Gerben,MOSCHETTI Matteo,KRISTOFF Alexander,PENHOËT Paul,BONIFAZIO Niccolò,DÉMARE Arnaud,HODEG Álvaro José,MARIT Arne,TESSON Jason
Grand Prix de Wallonie,1.Pro,13 September 2023,13:12,42.802,ME - Men Elite,201.3,1.PRO,UCI.WR.Pro,100.0,2866.0,Aywaille,Citadelle de Namur,61.0,331.0,Sprint à deux,19.0,SERRANO Gonzalo,TEUNS Dylan,DE BUYST Jasper,VAN DER POEL Mathieu,CHRISTEN Fabio,BONNAMOUR Franck,GIRMAY Biniam,SIMON Julien,COSTIOU Ewen,PLUIMERS Rick
Gran Premio città di Peccioli - Coppa Sabatini,1.Pro,14 September 2023,11:30,41.546,ME - Men Elite,198.9,1.PRO,UCI.WR.Pro,121.0,2562.0,Peccioli,Peccioli,81.0,272.0,Sprint à deux,28.0,HIRSCHI Marc,SIVAKOV Pavel,POGAČAR Tadej,MARTIN Guillaume,LUTSENKO Alexey,CALZONI Walter,CARAPAZ Richard,VALGREN Michael,BENNETT George,BURGAUDEAU Mathieu
SUPER 8 Classic,1.Pro,16 September 2023,13:25,43.709,ME - Men Elite,203.6,1.PRO,UCI.WR.Pro,48.0,2005.0,Brakel,Haacht,42.0,451.0,Sprint of 6 riders,25.0,VAN DER POEL Mathieu,TURGIS Anthony,VERMEERSCH Florian,BOVEN Lars,FUGLSANG Jakob,VERMEERSCH Gianni,KRISTOFF Alexander,MEZGEC Luka,SÉNÉCHAL Florian,DUJARDIN Sandy
